student_id,province,region_group,user_type,staple_tags,taste_tags,food_keywords,service_tags,normalized_staple_tags,normalized_taste_tags,normalized_food_tags,normalized_service_tags,preference_tags,budget_min,budget_max,waiting_tolerance_minutes,breakfast_arrival_minute,lunch_arrival_minute,dinner_arrival_minute
BJTU2025-FJ-089,福建,东南沿海,BUDGET_SENSITIVE,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,7,17,18,54,33,49
BJTU2025-FJ-090,福建,东南沿海,STUDENT,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,9,23,11,22,20,40
BJTU2025-FJ-091,福建,东南沿海,HURRY,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,13,28,4,34,61,60
BJTU2025-FJ-092,福建,东南沿海,STUDENT,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,14,28,13,28,47,43
BJTU2025-FJ-093,福建,东南沿海,STUDENT,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,11,26,11,29,38,55
BJTU2025-FJ-094,福建,东南沿海,STUDENT,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,13,24,16,19,37,62
BJTU2025-FJ-095,福建,东南沿海,BUDGET_SENSITIVE,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,7,16,17,23,27,31
BJTU2025-FJ-096,福建,东南沿海,STUDENT,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,14,25,9,15,28,36
BJTU2025-FJ-097,福建,东南沿海,STUDENT,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,9,25,8,46,32,39
BJTU2025-FJ-098,福建,东南沿海,STUDENT,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,12,27,13,34,29,39
BJTU2025-FJ-099,福建,东南沿海,STUDENT,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,12,26,13,34,46,27
BJTU2025-FJ-100,福建,东南沿海,HURRY,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,14,24,8,17,19,43
BJTU2025-FJ-101,福建,东南沿海,BUDGET_SENSITIVE,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,10,18,13,23,37,55
BJTU2025-FJ-102,福建,东南沿海,HURRY,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,12,29,5,21,36,49
BJTU2025-FJ-103,福建,东南沿海,STUDENT,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,14,27,12,45,55,27
BJTU2025-FJ-104,福建,东南沿海,STUDENT,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,12,28,16,38,25,27
BJTU2025-FJ-105,福建,东南沿海,STUDENT,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,10,25,8,38,33,37
BJTU2025-FJ-106,福建,东南沿海,BUDGET_SENSITIVE,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,7,18,12,41,42,38
BJTU2025-FJ-107,福建,东南沿海,HURRY,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,16,26,4,29,53,41
BJTU2025-FJ-108,福建,东南沿海,STUDENT,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,9,24,10,22,38,57
BJTU2025-FJ-109,福建,东南沿海,STUDENT,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,14,29,13,33,31,54
BJTU2025-FJ-110,福建,东南沿海,STUDENT,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,9,25,10,39,31,43
BJTU2025-FJ-111,福建,东南沿海,HURRY,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,14,25,4,40,35,53
BJTU2025-FJ-112,福建,东南沿海,STUDENT,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,14,25,13,37,56,35
BJTU2025-FJ-113,福建,东南沿海,STUDENT,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,13,24,10,43,55,52
BJTU2025-FJ-114,福建,东南沿海,STUDENT,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,13,28,10,33,42,46
BJTU2025-FJ-115,福建,东南沿海,STUDENT,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,13,29,8,41,44,22
BJTU2025-FJ-116,福建,东南沿海,BUDGET_SENSITIVE,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,7,17,10,38,45,21
BJTU2025-FJ-117,福建,东南沿海,BUDGET_SENSITIVE,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,10,18,17,47,32,55
BJTU2025-FJ-118,福建,东南沿海,STUDENT,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,11,25,10,40,62,41
BJTU2025-FJ-119,福建,东南沿海,STUDENT,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,9,24,12,39,46,66
BJTU2025-FJ-120,福建,东南沿海,STUDENT,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,14,28,9,20,56,47
BJTU2025-FJ-121,福建,东南沿海,STUDENT,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,9,25,14,34,34,34
BJTU2025-FJ-122,福建,东南沿海,STUDENT,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,10,24,16,28,42,46
BJTU2025-FJ-123,福建,东南沿海,HURRY,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,16,31,5,11,54,84
BJTU2025-FJ-124,福建,东南沿海,STUDENT,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,11,23,9,43,57,49
BJTU2025-FJ-125,福建,东南沿海,STUDENT,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,10,22,16,43,36,33
BJTU2025-FJ-126,福建,东南沿海,STUDENT,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,12,25,15,30,40,51
BJTU2025-FJ-127,福建,东南沿海,HURRY,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,16,29,6,29,48,44
BJTU2025-FJ-128,福建,东南沿海,BUDGET_SENSITIVE,米饭|米粉,清鲜|汤鲜,海鲜|汤品|米粉|沙茶,米饭米粉|海鲜汤品,米饭|粉面,清淡|汤类,海鲜|汤类|粉面|沙茶,米饭|粉面|汤类|海鲜,米饭|粉面|清淡|汤类|海鲜|沙茶,10,20,14,37,40,56
BJTU2025-JX-001,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,14,28,13,14,39,24
BJTU2025-JX-002,江西,华东/皖赣,HURRY,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,16,24,5,60,42,37
BJTU2025-JX-003,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,10,24,11,14,30,48
BJTU2025-JX-004,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,12,21,14,46,35,41
BJTU2025-JX-005,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,9,22,10,31,22,57
BJTU2025-JX-006,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,10,20,10,48,42,41
BJTU2025-JX-007,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,14,27,15,20,45,37
BJTU2025-JX-008,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,10,23,15,38,31,45
BJTU2025-JX-009,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,11,24,9,54,34,29
BJTU2025-JX-010,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,12,22,12,32,36,68
BJTU2025-JX-011,江西,华东/皖赣,HURRY,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,15,28,5,46,40,41
BJTU2025-JX-012,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,13,25,8,49,40,41
BJTU2025-JX-013,江西,华东/皖赣,BUDGET_SENSITIVE,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,9,15,18,46,39,56
BJTU2025-JX-014,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,9,20,14,51,41,31
BJTU2025-JX-015,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,9,18,15,21,31,40
BJTU2025-JX-016,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,10,23,13,25,25,43
BJTU2025-JX-017,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,14,28,12,46,38,45
BJTU2025-JX-018,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,11,23,10,55,37,58
BJTU2025-JX-019,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,11,22,11,31,50,78
BJTU2025-JX-020,江西,华东/皖赣,HURRY,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,16,25,8,24,30,39
BJTU2025-JX-021,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,12,25,15,50,47,34
BJTU2025-JX-022,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,10,24,16,49,38,34
BJTU2025-JX-023,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,14,24,14,28,54,36
BJTU2025-JX-024,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,12,22,11,20,52,51
BJTU2025-JX-025,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,9,19,14,32,44,47
BJTU2025-JX-026,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,9,20,16,26,26,37
BJTU2025-JX-027,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,14,25,13,54,34,38
BJTU2025-JX-028,江西,华东/皖赣,HURRY,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,17,32,4,36,57,43
BJTU2025-JX-029,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,14,23,10,35,42,42
BJTU2025-JX-030,江西,华东/皖赣,BUDGET_SENSITIVE,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,7,15,15,52,23,41
BJTU2025-JX-031,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,12,25,15,43,29,41
BJTU2025-JX-032,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,9,23,16,22,48,31
BJTU2025-JX-033,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,12,21,16,48,52,70
BJTU2025-JX-034,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,11,24,10,40,36,47
BJTU2025-JX-035,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,9,22,13,60,37,36
BJTU2025-JX-036,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,14,26,11,17,78,42
BJTU2025-JX-037,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,14,26,11,24,39,25
BJTU2025-JX-038,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,9,23,10,6,44,63
BJTU2025-JX-039,江西,华东/皖赣,BUDGET_SENSITIVE,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,8,17,13,46,53,31
BJTU2025-JX-040,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,9,22,9,41,37,37
BJTU2025-JX-041,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,12,25,13,17,24,36
BJTU2025-JX-042,江西,华东/皖赣,HURRY,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,15,30,4,45,38,52
BJTU2025-JX-043,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,9,23,8,39,42,53
BJTU2025-JX-044,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,10,20,8,28,42,40
BJTU2025-JX-045,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,13,22,11,53,54,56
BJTU2025-JX-046,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,12,22,8,36,55,41
BJTU2025-JX-047,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,14,25,12,26,37,46
BJTU2025-JX-048,江西,华东/皖赣,BUDGET_SENSITIVE,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,8,14,16,49,37,46
BJTU2025-JX-049,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,11,24,10,33,44,70
BJTU2025-JX-050,江西,华东/皖赣,STUDENT,米饭为主,香辣|咸鲜,米饭|辣椒|瓦罐汤,米饭窗口|香辣可选,米饭,辣味|咸鲜,米饭|辣味|汤类,米饭|辣味,米饭|辣味|咸鲜|汤类,14,24,16,44,26,51
